text,label
"송정역에 위치한 호텔이며 김포공항으로 이동하려면 전철을 타고 한정거장 이동하여야 합니다. 호텔이지만 방에 세탁기도 구비되어 있어 호텔+콘도의 느낌을 받았습니다. 방도 청결하였으며, 작지도 크지도 않은 방의 크기를 가지고 있습니다. 1층에 카페가 있어 좋았고, 방 가격도 적당하였습니다.",
위치가 아주 좋아요.창밖으로 남산타워가 보이고 한블럭만 걸으면 광장시장등 여러 관광지를 경험할수 있습니다. 전반적 인테리어가 젊고 아기자기하며 아주 깨끗합니다. 방 크기가 다소 적으나 혼자또는 커플의 짧은기간 숙박엔 괜찮다고 생각합니다.,
신촌 주변에서 숙박하기 딱 알맞은 곳이예요.신촌 이대거리랑 멀지도 않고 주변에 영화관들도 있고매년 1회이상 이용하는곳이예요.레지던스라서 요리도 해먹을수 있구요.깨끗하고 조용한 곳에서 숙박원하시면 이곳을 추천합니다!,
지하철역과 정말 가깝고 운현궁 창덕궁 경복궁 등 관광명소도 근처에 있네요! 게스트하우스 시설도 깔끔하고 좋네요~ 너무 친절하게대해주셔서 정말 고마웠어요! 아 그리고 매니저님이 아주 예쁘세요ㅋㅋ,
"기본적인 서비스 및 시설이 명성대로 훌륭합니다. 뭐니뭐니해도 가장 큰 잇점은 위치인 것 같습니다. 걸어서 늦게까지 명동 거리의 분위기를 즐기고, 편안한 침대에서 쉬면 더할 나위 없이 좋습니다.",
"가족과 함께 서울에 여행왔는데 만족하고 갑니다. 처음엔 저렴한 가격 덕에 예약을 하였고, 가격이 저렴해서 그저 그렇겠지라고 생각하였는데, 가격 대비 정말만족하고 왔습니다. 직원분들이 매우 친절하셨고, 방 인테리어도 마음에 쏙 들었습니다. 서울역쪽이 보이는 뷰가 마음이 확 트이게끔 해주었습니다.다음에 서울에 가게 되면 또 이용하려고 합니다.",
"친구들과 연차사용하여 조용한 휴가를 즐기고자 방문했습니다. 체크인부터 직원들이 친절히 하나하나설명해주었고, 명동 근처라 식당이나 쇼핑하고 돌아오는길이 멀지않아 너무좋았습니다.조식또한 딱잇어야할 음식들이 맛잇게 준비되어 있었고 조용하게즐길수잇어 좋았습니다.",
라운지포함하여 이용했는데 저녁해피아워 음식들이 종류는 적어도 하나하나 넘나 훌륭했어요 수영장 실내실외 모두 최고고 사우나도 굿@ 시간은없고 휴가기분 내고플때 재방문의사 100프로입니다,10
일단 위치가 서울의 중심에 있어서 너무 좋았어요! 이번이 세번째 묵는건데 어머니도 한번 모시고 갔었는데 편히 쉬었어요. 다른때는 친구들이랑 여했갔는데 인사동 청계천 광화문 다 걸어다닐 수 있었고요 그리고 번화가에 위치해서 밤늦게 야식 먹기도 짱 좋아요! 그리고 침구류와 욕실 호텔 수준으로 깨끗하고 좋아요! 깔끔하고 디자인도 예쁘고 일어나면 청계천이 보이고 정말 좋았습니다 ^^ 다음에 여행갈때도 또 묵을 예정이에요~,
우선 광화문에 자리하고 있어 교통이 편리 합니다. 오픈한지 얼마 되지 않았지만 새집냄세는 나지 않고 분위기도 가라앉아 있어 편안한 느낌이였습니다. 가격이 비싸긴 하지만 그만한 가치가 있다고 생각 합니다.,20
"급하게 혼자 잠만 자고 나올거라 트윈 중에 가장 작은 방에서 묵었다. 특가로 굉장히 저렴하게 이용해서 불만을 가질 이유가 없었음. 사실 나쁠 것도 없었다. 단, 커다란 캐리어가 있다면 비좁게 느껴질 수 있음. 방이 작아도 욕실에는 욕조가 있음. ",9
"처음으로 방문한 노보텔강남!! 리뉴얼 이후여서 그런지 호텔 분위기가 쾌적하고,직원분들이 밝고,친절합니다.편리한 교통과 무엇보다 지친심신을 편히 감싸주는 호텔베딩이 좋습니다. 룸서비스 역시 정성을 드린 듯 맛이 좋습니다. 이런 곳이라면 다음번에도 첮아와주어야겠죠..발전하는 노보텔 강남이길 바랍니다",
"4월초경 호주친구들과 여행겸 투어안내자로 방문했던 한국에서 정말 최상의서비스를 제공해주신 잠실롯데직원여러분 감사드립니다.놀이공원 백화점 면세점 공연 극장 지하철역까지 걸어서 1분거리에 위치해서 이동하기에너무 편리했으며 객실청결도와 석촌호수와 놀이공원뷰가 보이는객실또한 너무 훌륭했습니다.가장좋았던점은 제가 호텔에 체크인부터 체크아웃할때까지 ,하나하나 저또한 생각하지 못했던부분에 서비스교육의 직원들이었습니다.덕분에 가고싶은곳을 쉽게 찾아갈수 있었으며 오랜만에 한국방문을 외국인친구들과너무 알차게 보낸것 같습니다.앞으로도 한국방문시 롯데가 될것같고 저와 제친구들에게 좋은시간활용 좋은서비스 주셔서다시한번 감사드립니다.",
"개인적으로, 좀 비싼 호텔이 아니었나 싶어요. 체크인을 하면서, 컴퓨터가 있는 방을 달라고 했었는데요. 모든 객실에 컴퓨터가 없다고 하더군요. 긴 비행을 마친 후라서 욕실에 있는 자쿠지 시설을 보고 너무나 기뻤는데요. 실망스럽게도 작동이 되지 않았어요. 리셉션 직원에게 바로 달려가서 이야기를 했지만, 모든 자쿠지가 제대로 작동되지 않는다고 하더군요.. 그리고 와이파이는 로비에서만 사용할 수 있었고요. 호텔은 조용한 골목길 코너에 위치하고 있어서 찾기 굉장히 어려워 보였어요. 참고로 사무실 건물 뒤에 가려져 있었어요. 다만 Trip advisor의 덕분에 호텔 찾는 게 어렵지 않았어요. 호텔은 안국역이나 종각역에서 걸어서 10분 정도 걸리는 위치였어요.아침식사는 정말 별로였는데요. 오직 흰 빵, 커피, 그리고 요거트가 전부였어요. 그리고 매일 같은 메뉴였고요. 한 번 먹어 보곤 다신 이용하지 않았어요.솔직히, 시설과 서비스를 보면 참 비싼 호텔이었다는 생각이 들었어요. 하루밤 가격 14만원이 저렴하다고 느껴지지 않았거든요.다음에 다시 서울에 가게 된다면 다른 호텔을 알아볼 생각이에요.",8/3/10
"업무차 가까운 호텔을 찿다 롯데시티호텔구로에 처음 투숙하게 되었고, 새로이 오픈호텔이라 시설물이나 객실내 냄새가 나지 않을까 걱정을 하였지만 롯데호텔 이미지와 서비스를 생각하고 투숙을 하였는데, 총지배인및 직원들의 친절에 역시 롯데호텔이라는 생각은 틀림이 없었습니다. 아침식사와 저녁부페를 투숙한 2박3일동안 항상 이용하였고 음식은 불필요한 가지수를 없애고, 가격또한 적정한 것으로 외부 식당을 이용 할 필요성을 느끼지 못하였고, 객실내 시설이나 비품또한 훌륭하여 다음에도 다시 이용해야지 하며 기분좋게 체크아웃 하였습니다.",
직원들이 친절하고 시설도 깨끗하고 좋음 연휴라 손님이 많이 붐볐으나 능숙하게 처리해주셨움 ,
"지은 지 오래된 건물 치고는, 리모델링 해서 그런지 호화스럽고 청결하더군요. 아메니티의 종류도 충분했고, 아주 좋았어요. 이번 여행의 목적이, 요리&화장품 이었기에 명동을 주로 이용했는데, 호텔의 무료셔틀버스(예약제)를 타고 편도 40~50분 정도로 이동할 수 있었습니다. 호텔 근처에 백화점, 롯데마트가 있어, 선물용 식품을 사는데 편리했어요.",
룸을 업글 받았는데 크기가 커서 놀랐어요. 더 기분 좋은 휴식을 할 수 있었습니다. 단지 아쉬운 건 욕조가 없었다는 점. 근처 여의도 둘러보고 편히 쉬었다 가기에 너무나 만족할만한 호텔이었습니다.,
"스탭이 외국인이 대부분, 듣기로는 사장님도 외국분이라 들었습니다. 한국컨셉에 맞게 다양한 소품을 활용하였고 특히 옥상 테라스가 멋집니다. 특별히 볼게 있다기보다 탁트인 서울 전경이 잘 보입니다. 게스트하우스 찾는데 조금 애먹었습니다. 사창가 같은 주점이 바로 앞에 있어 밤늦게 또는 여성분 혼자는 위험하다 생각됩니다. 밤에 고성방가의 소음으로 또 창문이 바람에 흔들리어 잠을 설쳤습니다.입실 퇴실 두어번 소정의 간식과 메모가 준비되어 세심한 배려에 감동했습니다. 방은 트윈으로 2인실 이용했는데 기본에 충실하고 무난합니다. 조식으로는 토스트 시리얼 우유 쥬스 커피 누텔라 딸기쨈이 제공됩니다. ",3/7
"일 때문에 늦게 호텔에 도착하는 바람에 사실 많이 피곤한 상태였지만, 피곤한거 알아채셨는지 프론트에서 체크인도 신속하게 해주시고 높은 층 부탁드렸는데 감사하게도 좋은 방으로 주셨어요~ !! 아!! 그리고 호텔 찾아 올 때, 명동이라고 하길래 번화가 쪽이라고 생각했는데, 의외로 적당한 위치에 있어서 조용하게 잘 지냈습니다.. 프론트 직원분들 친절하게 위치 설명 해 주시고 감사했어요~조식 레스토랑도 좋았고 직원분들 항상 웃어주시고..!! 엘리베이터 기다리는게 시간이 좀 걸렸지만, 전반적으로 기분 좋게 편하게 쉬고 돌아왔습니다~",20
"이그제큐티브 스카이뷰 룸에 숙박했는데 방도 생각보다 넓고 깨끗하고 만족스러웠습니다.수영장이 좀 작아서 사진용이라는 평들도 있지만, 개인적으론 고급스럽고 좋았습니다.조식부페도 다양하고 규모도 컸는데 제대로 즐기지 못한 것이 아쉬웠습니다.내년 초에도 예약해두었는데 기대가 됩니다.",
비즈니스 트립 정도 목적이라면 깔끔하고 적당히 갖춘 호텔이며 최대의 단점은 주차장이 매우 좁고 불편하다는 것입니다.,8
"콘래드서울은 뛰어난 하드웨어와 깨끗함으로 기분이 좋아지는 호텔입니다.Ifc몰과도 연결되어있어 쇼핑, 오락을 한번에 즐길 수 있습니다~",
"호텔에서 명동, 남대문이 가까워서 밤에도 걸어서 돌아다닐 수 있으니, 서울 중심가 관광하러 오시는 분들에게 좋은 위치입니다. 건물이 신식이어서 깔끔하고 이용하기에 편리했습니다. 호텔조식도 너무 음식이 많이 펼쳐져있지 않고, 사람들이 많이 먹는 메뉴들만 한 쪽에 컴팩트하게 갖추어놓아서 만족했습니다. 다만 중심가이기 때문에 오전이나 낮에 차로 이동하신다면 많이 복잡하고, 호텔 내 주차공간이 협소하기 때문에 차로 움직이기에 편리하지는 않지만, 회현역이 바로 옆에 있어서 대중교통 이용하기 좋습니다.",20
"신세계 백화점과 이마트,타임스퀘어 몰이 연결통로로 이어져 있으며 맛집도 많아 내부에서 거의 해결이 되는 위치가 최고인 호텔입니다.처음 방문 때는 어느 호텔이나 마찬가지로 약간의 긴장감이 있는데 이 호텔은 그럴 필요 없었습니다. 프런트의 모든 분들의 친절이 마음으로 와 닿았고 요청 사항에 적극적으로 해결해 주려는 모습에 항상 편안한 마음으로 이 호텔을 방문합니다.특히 LINDA님 칭찬합니다.그리고,티어가 있어 이그제큐티브 라운지를 애용하는데 다른 호텔들보다 따뜻한 분위기가 좋았습니다. 라운지 책임자로 여겨진 NAOMI님의 서비스와 일에 대한 열정이 호텔 선택에 있어 라운지 비중이 높은 저에게 자주 이 곳을 찾게 되는 이유이기도 합니다.친구들에게도 적극 권장하고 애정하는 호텔중 한 곳입니다.",
"위치 찾기가 다소 어려운 것 같습니다. 침구류는 좋았지만 바닥에 머리카락 먼지 등 바닥 청소가 잘 되어있지 않은 느낌을 받았습니다. 또한 프론트가 매우 좁았는데 직원들이 많았고 손님이 앞에서 체크인 하고 있는데 자기들끼리 잡담 함. 하지만, 가격이 비싸지 않아서 괜찮은 것 같습니다.",3/6/15/14
"넓고 시원한 느낌의 레지던스,,,약간 오래 되었으나 가성비는 나름 좋았던 곳으로,강남 한복판에서 여유를 즐길수 있었음.",5
지방사는 친구들과 잠실에서 만나 놀다가롯데월드랑 가까이있어 투숙 했는데 깨끗한 룸컨디션과 맛있는 아침 조식이 너무 좋아요.다음에도 기회가 된다면 다시 방문하고 싶어요,
힐튼다이아티어로방문항상만족하는콘래드입니다라운지에서한강뷰가최고이며이그제큐티브룸에서한강뷰도너무좋습니다청소상태도훌륭하고만족한스테이였습니다^^,
행복한 주말을 보내기 위하여 2박을합니다친절한 직원분들이 인상적입니다여의도는 포켓몬고 천국입니다모두들 캔싱턴 여의도로 오세요,
독산동에 위치한 노보텔 앰배서더는 조식도 맛있는 편이고 서비스도 친절하고 무엇보다 침대가 좋아서 어머니도 저도 모두 만족할 수있는 숙박이었습니다^^*,
"인근 명소와의 좋은 접근성, 이따금 서울에서 휴가를 보내고 인근의 명소들을 산책하고 싶을 때 이용하는 호텔입니다.지금까지 대여섯번쯤 이용한 듯 싶은데 룸 업그레이드를 두번 받았습니다.만족스러웠고 특히 두번 다 특별한 기념일이었던것은 아주 즐거운 우연이자 기분 좋은 일이었습니다.",
숙박잘하고왔습니다.첨가본곳이지만 체크인부터 객실까지 너무 훌룽하고 좋았습니다친절한안내와 상세한설명 릭렉싱풀까지 모하나 흠잡을거아뵤이잘되있고 전망또한훌륭하고 좋네요앞으로도 이용꾸준히하고 또방문하고싶습니다주젼에볼거리와 명동의 근접성 주차편리함 여러모러좋고 교통편리성 주변먹거리 면세점가까움 남산가까움 주뵨위치에너무적합하고 좋네요또방문시에는 다른객실에서 묵어보고싶습니다,
요즘 좋은 호텔 많이 생기지만 결국 만족감을 주는 것은 직원들의 서비스죠. 경험이 풍부해서인지 응대가 빠르고 정확합니다. 친절은 기본이구요.,
"인테리어도 깔끔하고 한강뷰가 너무 맘에 들었던 호텔.방에 칫솔이 없어서 따로 부탁해야했던거 말고는 완벽.ifc몰에 붙어있어서 영화보고 쇼핑하고 저녁먹고 들어와서 쉬기 딱인곳,",
"가격대비 넓고 깨끗한 레지던스 호텔이었습니다. 지하철 바로 앞에 있어서 대중교통으로 접근하기가 쉬웠으며, 근처에 마트가 있어서 필요한 물품을 사기에도 좋았습니다. 다음번에도 또 이용할 계획입니다.",
체크인 때 객실카드를 받았는데 처음에 객실문이 안열려서 조금 당황스러웠던 일이 있었는데 룸메이드분이 먼저 다가와 도움을 주셨습니다. 해결은 되지않아서 제가 프론트로 가서 해결했지만 직원분들 모두 적극적이고 친절하셨어요 객실뷰는 좋은쪽을 배정받지는 못했지만 그래도 높은층으로 주셨어요. 그런데 비흡연층었는데 어디선가 담배냄새가 올라오더군요..kloud rooftop bar에서 마신 시그니쳐 칵테일이 좋았고 특히 직원분께 추천받은 칵테일이 아주 성공적이었습니다. 뷰가 좋으니 음식맛도 술맛도 좋더군요재방문의사 100%입니다^^전반적으로 만족스러운 숙박이었습니다.,20
비가 와서 밖에 날씨가 춥지만 난방이 안된다고합니다. 이불에 몸이 닿을때마다 너무 차차가웠어요. 그 얘기하는데 프런트 직원분 심드렁.. 걍 제대로 된 설명도 없음. 그리고 커플 분들이 상당히 많이 오시는 것 같은데 방음 하나도 안됩니다. 늦은 시간에 복도 나갔는데... 와우... 다들려요. 방에서도 들리고.. 대로변이라 차다니는 소리도 많이 들리구요. 그리고 가장 별로인건 공기가 아주 안좋아요 ㅜㅜㅜ 예민하신 분들은 바로 기침나실듯. 침대는 넓어서 그거 하나는 좋았음. 차라리 아예 돈 적게 주고 모텔가거나 더 주고 더 좋은 호텔 가는게 좋을 것 같아요. 호텔이라는 단어에 기대안하고 가심이 맘 편할 것 같습니다.  아 그리고 바닥이 키펫이 아니었는데도 바닥에 흙이랑 음식 찌꺼기같은거가 그대로 있었습니다. 룸 컨디션에 신경을 많이 안쓰는 인상..,8/14/7/6/20
호캉스를 종종 즐기는 편이라 여러 호텔을 이용해봤는데 페이토 강남은 그 동안 이용한 호텔 중 가장 편안하게 쉬었어요 침구가 사각사각거릴 때의 기분 좋음과 베개에 머리를 늬였을 때 공기 빠지는 소리가 편안함을 주더라구여~룸 컨디션이 전체적으로 너무 좋았어요조금 아쉬웠던건 빗이 따로 없더라구요17층에서 내려다 본 도심의 야경은 주중에 쌓인 스트레스를 잊게 해줄만큼 은.근. 했어요 :)컨시어지에서 근무하시는 분들도 아주 친절하게 응대해주셔서 더욱 대접받는 기분이 들었답니다 :) 다음에 호캉스를 또 한다면 꼭 페이토 강남에서 하고 싶네요후기가 도움이 되면 좋겠어요~,
"이 게스트하우스는 환경, 위치, 그리고 서비스가 아주 좋아요. 정말 좋은 곳이어서 저는 서울에 더 오래 있기로 결정했었어요 :)주인과 직원이 아주 상냥하고 도움을 많이 줍니다. 밤 늦게 체크인 할 때나 병원에 가야 할 때에도 많이 도와주었어요.. 아침 식사는 무료 제공입니다. 시설이 깨끗하고 따뜻한 분위기에 무엇보다도 아주 사교적인 분위기예요. 또 이곳은 조용한 지역이예요. 이 근처에는 싸고 좋은 음식을 파는 곳이 아주 많아요. 뿐만 아니라 5분만 가면 홍대 앞이 나옵니다. 홍대 앞은 서울에서 가장 인기 있는 곳이고, 지하철이 가는 주요 지역이예요.진심으로 이 게스트하우스를 추천해요. 한 두 밤만 자도 아마 집 같이 느끼실 거예요. 제 말씀이 광고 같이 느껴지시겠지만, 이건 제 본심입니다!",
사랑하는 여자친구와 서울나들이를 와서 숙박했습니다 저렴한 요금에 너무나 만족했습니다 직원분들은 특급호텔수준의 서비스 마인드를 보여주셨고 필요한게 있으면 즉각 해결해 주셨습니다 주변에 명소나 쇼핑할수있는 곳도 걸어갈수있는 거리라 너무나 만적했습니다 다만 아쉬운 점은 오래돼서 그런지 시설으 노후화가 조금 보였습니다그러나 근본벅으로 해결할수있는 부분이기때문에 더 발전 가능한 호텔이라봅니다 너무 만족하고 갑니다 특히 짐맡겨주시는 남자분의 센스에 놀랐습니다,5
신라스테이 객실은 항상 깔끔함침대도 괜찮음화장실도 깔끔하지만 변기 고정상태가 약간 불안했음.조식의 가격대가 조금높음,8
"위치에 있어 너무 만족하고 룸도 첫눈에 깔끔한 편이지만 침구나 카펫에서 너무 많은 먼지가......친구는 몸에 알러지가 생길 정도, 주변에 먹거리 많고 늦은시간까지 영업하는 음식점도 꽤 있다. ",
"저는 California 관광호텔에서 삼일 밤을 묵었습니다. 솔직히 말해서, 이곳은 진짜 California에 있는 호텔과는 거리가 멀어요.이곳은 아주 한국다워서 서울에 처음 온 사람들에게는 적당한 곳이 아닐지도 모르겠네요.이 호텔 안의 모든 표시는 한국말로 돼 있습니다.그리고 이곳의 손님 대부분도 한국인들이죠, 그 말은 즉 이 호텔의 직원들이 외국인 손님을 상대하는데 익숙하지 않다는 겁니다. 그러나 만약 당신이 그들에게 한국말로 얘기한다면 괜찮을 거예요. 방 자체로는 크고 깨끗합니다. 화장실 또한 서울 표준 크기와 비교하면 아주 널찍해요. 큰 텔레비전 밑에 달린 정수기를 (뜨거운 물과 차가운 물이 둘 다 나와요) 공짜로 사용할 수 있다는 것이 아주 좋았습니다. 30개가 넘는 한국말 채널 중에서 이용 가능한 유일한 영어 채널은 CNN이에요. 만약에 당신이 한국에 대해 좀 알고 있거나 한국식 별 네 개짜리 호텔을 경험해보고 싶다면, 저는 이 호텔을 추천해드립니다.",
"콘서트 때문에 묵었는데, 가까이에 콘서트가 있으면 걸어서 돌아갈 수 있어 천천히 쉴 수 있겠지만 그 이외는 묵을 이유가 없습니다.  방도 뭔가 합숙소 같고, 역에서도 멀고, 주변에 아무것도 없습니다.  전철 갈아타기도 불편한 것 같습니다.  하지만 스텝들도 좋고, 인터넷도 유료긴 하나 서비스도 좋아서 그렇게 불만은 없었습니다. 다음에도 근처에서 콘서트가 있으면 여기에서 머물 것 같습니다.  하지만 콘서트가 없다면 안 올 것 같습니다.",1/3/2
객실상태는 최신시설은 아니었지만 좋았습니다. 깨끗하고 아늑했고요. 지하에 코엑스몰로 가는 연결통로가 있어서 편리합니다. 에어컨도 빵빵하고 직원들도 친절했습니다. ,8
오랜만에 만난 친구들과 함께 1박했어요~월드몰에서 영화보고 맛집 모여있어서 기분좋게 즐기다 왔어요마트도 있어서 간식거리 사와서 친구들과 먹고 수다떨며 좋은시간 기억에 오래도록 남을것같아요또 직원분들의  항상 미소짓는 모습이 좋았구요아쉽게도 조금만 늦게 왔더라면 월드타워 전망대도 가봤을텐데..이것때문에라도 또 와야겠어요 ㅋ,
"우선 위치가 너무 좋아서 선택한 호텔이였습니다. 명동과 동대문에 쇼핑하러 가기도 편하고 광화문과 덕수궁도 가까워 위치상으로는 정말 최고라 생각합니다. 거기에 더해 깔끔한 시설과 직원분들의 친절함이 아주 인상적이었습니다.덕분에 호텔에 머무는동안 계속해서 즐거운 기분을 유지할 수 있었습니다.  어매니티도  좋구요, 재방문의사 100% 입니다^^",
작지만 엔틱한 분위기 객실도 괜찮았고 전반적인 호텔 분위기가 생각보다 좋았습니다아이랑 로비에서식사했는데 직원분들이 친절해서 편하게 식사 했습니다아주편하게잘쉬다왔습니다,
게스트 하우스의 전반적인 시설이 깨끗해서 좋았습니다. 아침에 무료로 주는 샌드위치와 커피도맛있어서 아침에 일어나서 나가기전에 꼭꼭 먹고 출발했어요~ 스태프들도 너무 친절해서 머무는 동안기분좋은 서울 여행을 할 수 있었습니다! 다시 온다면 재 방문 의사 100%!!!!!,
서울역에서 가까운호텔을 찾다가 가게됐는데 깔끔하고 가격도괜찮아요 그리고 지하에 큰 롯데슈퍼가 있어서 편리했어요대전으로 내려오려고 서울역에가는데 마침 서울역까지 가는 호텔버스가 있어서편하게 왔어요  다음에 서울갈 일이 있으면  또 방문할께요,
직원들 모두 친절하시고 시설이 깨끗 해서 좋았습니다.그리고 호텔 위치가 주변에 많은 명소가 있어서 이동하기도 좋았습니다.,
"객실에서 청계천과 남산타워가 보인다. 입구에서 리셉션으로 에스컬레이터를 타고 올라가고, 편의점이 들어와 있다. 조식에는 생각지 못한 메뉴였던 만두도 있고 아주 맛있었다. 한식 반찬들이 종류가 다양하다. ",
"제 아내와 저는 10월 말에 2박 3일을 이 곳에서 지냈는데요. 서울 호텔에 대한 많은 후기를 신중하게 검토한 후 이 곳으로 결정하였어요. ***창문이 있는 방을 선택하세요*** 저희가 처음 머문 방에는 창문이 없었고 굉장히 더웠어요. 방 온도를 낮출 방법도 없었습니다. 결국 아침에 리셉션 직원에게 가서 이야기를 하였는데요. 직원들은 매우 친절히 저희 방은 바꾸어 주었어요. 그리고 바뀐 방이 훨씬 더 좋아어요. 욕실은 기본적이었지만 깨끗했고, 방에는 아시아 방송과 몇몇 영어 채널이 나오는 평면 TV도 있었어요. (저희가 TV를 보며 시간을 보낸 건 아니었어요!) 위치도 좋았어요. 조금만 걸어가면 쇼핑가, 지하철, 그리고 성 등에 갈 수 있었거든요. 바로 옆에는 조금 비싸긴 하지만 스타벅스도 있었고 세븐 일레븐도 있었어요. 만약 대한항공으로 가시는 거라면 KAL 리무진 버스를 타고 호텔로 가세요. 일반 버스는 길 건너편의 코리아나에 내려주었지만 길은 지하도가 없는 큰 대로변이기 때문에 길 건너는게 곤란할 수 있어요.",
이번여행은 서울의 아름다움을 알게한 좋은 시간이었습니다. 세계최고의 야경을 가진 호텔인거 같습니다.아름다운 추억 만들었습니다.,
"5월 가정의달을 맞이해 쉴 계획을 잡고 가족들과 호텔 투숙 1박했네여..뭐 전체적으로 좋은 호텐인건 맞고요, 전체적으로 가격이 비싼게 흠이네여ㅠㅠ  부페레스토랑은 보통입니다",20
신도림이여서 상권이 아주 편리한대신 택시나 렌트카를 이용할시 주변에서 차가 자주 막힙니다.,20
"일단 호텔의 위치가 광화문과 경복궁 청와대 삼청동 등 강북일대의 많은 관광명소를 볼 수 있습니다.호텔은 청결하고, 서비스도 좋습니다.",
명동과 가깝고지하철역과 매우 가깝습니다.롯데 체인점들이 모두 그렇듯이조식은 훌륭하고객실은 매우 깨끗합니다.가격이 조금 비싸지만1층의 에프터눈 티가 매우 만족스럽습니다,
이번칭구들모임에 평소와다르게 보내보자해서 다녀왔는데요~너~~무 좋았어요~수영장물도 생각보다 따뜻하고 깨끗하구~♡한산하니 스파도너무좋았습니당~오랜만에 칭구들과멀리나가지않고도~ 제대로힐링하고 즐거운시간보내고왔습니다~담엔 남자칭구랑 가서분위기잡고와두되겠어요^^,
"친구랑 함께 숙박하게되엇는데 꽤 괜찮았어요~! 조식도 무료로 주시고, 침대도 푹신푹신~! 특히나, 남산타워가 바로 보이는 사우나가 좋았네요! 굳이, 단점을 얘기하자면 체크인할 때 객실에 가운이없어서 프론트에 전화로 따로 요청했네요. 바로 가져다주시긴 했지만, 미리 객실 안에 있었다면 더 좋았을텐데ㅎㅎㅎ. 지인들에게도 추천해주고싶네요~!",
"우선 외관이 호텔같지 않아서 (옆에 위치한 주상복합 아파트와 동일한 외관) 찾는데 좀 헤맸습니다. 호텔 시설은 깨끗하고 침대역시 편안하고 좋았습니다.단, 체크인시 프런트 직원이 굉장히 불친절하여 기분이 좋지 않았습니다.late check out 가능한지 문의하니 (보통 불가능하여도 예를 들어 명일 객실이 만실인 관계로 late check out 을 도와드리지 못해 죄송하다 정도의 설명은 하는데) 물어보는 제가 정말 민망할 정도로 어이없다는 표정으로 단 한마디 ""안됩니다"" 이렇게 응대하더군요.직원분 이름을 기억해 두고 호텔로 직접 컴플레인을 하려 했으나 참았습니다.직원들 서비스 교육이 필요한것 같습니다.....",14
이곳은 여행후 다음날 일정 때문에 하루 휴식한 곳입니다.남산타워 전망 뷰가 있으며 근처 걸어서 10분이내에 역사가 있는 베이커리 태극당도 있습니다.전체적이 우드톤이 엔티계열이라 중후하기도 하고 한편으론 올드해 보일수 있지만 청결도는 매우 좋습니다.TV가 최신제품이 아니어서 USB이용이 제한적이었지만 공항 이용객 또는 출장객에게 추천합니다호텔 바로 앞에서 칼리무진을 30분 간격으로 탈수있습니다,8
"신논현역 근처에 있어 교통이 좋았고, 강남역 근처 구경하기에 아주 적합한 위치에 있어 편리했습니다. 룸은 평범했고, 스탠다드룸 숙박했는데 호텔 뒷편 주택가 뷰로 주셔서 높은 건물에 뷰가 막히지 않고 뻥 뚤려 있어 좋았습니다.",
주말에 가족과 함께 갔는데 가성비 매우 좋았어요~~ 아이와 함께 머무르기 매우좋았고 객실도 깔끔하고 깨끗했어요~~대중교통을 이용했고 역과 호텔이 가까워서 매우좋았어요. 모든 직원이 활력 넘쳐보였어요~~기회되면 다음에 또 방문해야겠어요~~,
신촌역에서 바루이고요2인3인 5인까지도 방이 있어요조금 좁지만 편하게 이용할수있습니다.가격도 나름합리적이라생각됨,9
롯데월드와 같이 있어서 이용하며 즐기기 좋았고 아침 부페와 객실 인테리어도 만족스러웠습니다.,
"호텔에 처음 들어왔을 때, 직원들의 서비스가 너무 친절해서 기분이 좋았어요. 객실이 깨끗하고 자연경관이 좋네요. 시설도 완벽하고 아침 조식이 잘 나오고 좋았어요. 기대했던 이상으로 만족하고 갑니다.",
"저말 편안히 투숙한 호텔이였습니다.  객실도 넓고 여러가지 시설들이 앞서가고 있었습니다. 침대와 침구들이 특히 좋았서 안락히 투숙 할 수 있었고, 객실에서 마실수 잇는 캡슐 커피가 좋았습니다.직원들도 세련 된 서비스를 제공하여습니다. 단지 주차장 가는것이 로비에서 바로 연결 되지않아 좀 불편했습니다.",8
명동중심 호텔이 아기자기하고 너무너무 분위기가 있엇습니다 깨끗하고 부티크호텔만의  분위기가느껴져서 너무 좋았습니다!! 직원분들도 친절하고 친근하게 대해주셔서 기분이좋았습니다  다음에또투숙예정,
위치는 여의도 중심가라 나쁘지 않습니다. 바로 앞에 지하철역도 있습니다. 룸 컨디션은 좀 어두운 편이지만 매우 넓습니다. 조식은 3만원이 넘는데 지금 이벤트를 하니 예약안하고 갈땐 데스크에 물어보면 알려줍니다.,
"우선 호텔의 부대 시설과 방이 정말 깔끔합니딘.깔끔하게 정돈되있으며, 바닥이 카페트임에도 이물질없이 깨끗이 청소되어 있습니다.호텔 직원분들은 항상 웃는얼굴로 인사해주시고가습기, 수건 등의 추가 요구에 친절하게 응해주십니다.가장 중요한 것이 침구류인데포근한 베개와 침대는 편안한 숙면을 가능하게 해주었습니다.추가로, 명동과 종로 사이에 위치해 가족이나 커플이 주변에 관광하거나 데이트하기 편합니다.추천합니다!",
